source	target	source_node_type	target_node_type
MCTs24	CBM32	MCT	CBM
MCTs24	CBM35	MCT	CBM
MCTs24	CBM37	MCT	CBM
MCTs24	CBM4	MCT	CBM
MCTs24	CBM48	MCT	CBM
MCTs24	CBM50	MCT	CBM
MCTs24	CBM57	MCT	CBM
MCTs24	CBM6	MCT	CBM
MCTs24	CBM66	MCT	CBM
MCTs24	CBM67	MCT	CBM
MCTs24	CBM9	MCT	CBM
MCTs24	AA6	MCT	AA
MCTs24	CE1	MCT	CE
MCTs24	CE10	MCT	CE
MCTs24	CE11	MCT	CE
MCTs24	CE12	MCT	CE
MCTs24	CE14	MCT	CE
MCTs24	CE2	MCT	CE
MCTs24	CE3	MCT	CE
MCTs24	CE4	MCT	CE
MCTs24	CE6	MCT	CE
MCTs24	CE7	MCT	CE
MCTs24	CE8	MCT	CE
MCTs24	GH1	MCT	GH
MCTs24	GH10	MCT	GH
MCTs24	GH105	MCT	GH
MCTs24	GH106	MCT	GH
MCTs24	GH108	MCT	GH
MCTs24	GH109	MCT	GH
MCTs24	GH110	MCT	GH
MCTs24	GH112	MCT	GH
MCTs24	GH115	MCT	GH
MCTs24	GH116	MCT	GH
MCTs24	GH117	MCT	GH
MCTs24	GH125	MCT	GH
MCTs24	GH127	MCT	GH
MCTs24	GH13	MCT	GH
MCTs24	GH130	MCT	GH
MCTs24	GH133	MCT	GH
MCTs24	GH137	MCT	GH
MCTs24	GH138	MCT	GH
MCTs24	GH140	MCT	GH
MCTs24	GH141	MCT	GH
MCTs24	GH142	MCT	GH
MCTs24	GH143	MCT	GH
MCTs24	GH144	MCT	GH
MCTs24	GH145	MCT	GH
MCTs24	GH16	MCT	GH
MCTs24	GH18	MCT	GH
MCTs24	GH2	MCT	GH
MCTs24	GH20	MCT	GH
MCTs24	GH23	MCT	GH
MCTs24	GH24	MCT	GH
MCTs24	GH25	MCT	GH
MCTs24	GH26	MCT	GH
MCTs24	GH27	MCT	GH
MCTs24	GH28	MCT	GH
MCTs24	GH29	MCT	GH
MCTs24	GH3	MCT	GH
MCTs24	GH30	MCT	GH
MCTs24	GH31	MCT	GH
MCTs24	GH32	MCT	GH
MCTs24	GH33	MCT	GH
MCTs24	GH35	MCT	GH
MCTs24	GH36	MCT	GH
MCTs24	GH42	MCT	GH
MCTs24	GH43	MCT	GH
MCTs24	GH5	MCT	GH
MCTs24	GH51	MCT	GH
MCTs24	GH53	MCT	GH
MCTs24	GH57	MCT	GH
MCTs24	GH63	MCT	GH
MCTs24	GH65	MCT	GH
MCTs24	GH66	MCT	GH
MCTs24	GH67	MCT	GH
MCTs24	GH73	MCT	GH
MCTs24	GH74	MCT	GH
MCTs24	GH76	MCT	GH
MCTs24	GH77	MCT	GH
MCTs24	GH78	MCT	GH
MCTs24	GH8	MCT	GH
MCTs24	GH84	MCT	GH
MCTs24	GH88	MCT	GH
MCTs24	GH89	MCT	GH
MCTs24	GH9	MCT	GH
MCTs24	GH92	MCT	GH
MCTs24	GH93	MCT	GH
MCTs24	GH94	MCT	GH
MCTs24	GH95	MCT	GH
MCTs24	GH97	MCT	GH
MCTs24	GH99	MCT	GH
MCTs24	GT14	MCT	GT
MCTs24	GT19	MCT	GT
MCTs24	GT2	MCT	GT
MCTs24	GT21	MCT	GT
MCTs24	GT26	MCT	GT
MCTs24	GT27	MCT	GT
MCTs24	GT28	MCT	GT
MCTs24	GT3	MCT	GT
MCTs24	GT30	MCT	GT
MCTs24	GT32	MCT	GT
MCTs24	GT35	MCT	GT
MCTs24	GT4	MCT	GT
MCTs24	GT5	MCT	GT
MCTs24	GT51	MCT	GT
MCTs24	GT83	MCT	GT
MCTs24	GT87	MCT	GT
MCTs24	GT9	MCT	GT
MCTs24	GT90	MCT	GT
MCTs24	GT94	MCT	GT
MCTs24	PL1	MCT	PL
MCTs24	PL10	MCT	PL
MCTs24	PL11	MCT	PL
MCTs24	PL12	MCT	PL
MCTs24	PL15	MCT	PL
MCTs24	PL22	MCT	PL
MCTs24	PL26	MCT	PL
MCTs24	PL8	MCT	PL
MCTs24	PL9	MCT	PL
MCTs23	CBM13	MCT	CBM
MCTs23	CBM16	MCT	CBM
MCTs23	CBM20	MCT	CBM
MCTs23	CBM22	MCT	CBM
MCTs23	CBM30	MCT	CBM
MCTs23	CBM32	MCT	CBM
MCTs23	CBM34	MCT	CBM
MCTs23	CBM35	MCT	CBM
MCTs23	CBM37	MCT	CBM
MCTs23	CBM38	MCT	CBM
MCTs23	CBM4	MCT	CBM
MCTs23	CBM40	MCT	CBM
MCTs23	CBM44	MCT	CBM
MCTs23	CBM48	MCT	CBM
MCTs23	CBM50	MCT	CBM
MCTs23	CBM51	MCT	CBM
MCTs23	CBM56	MCT	CBM
MCTs23	CBM57	MCT	CBM
MCTs23	CBM6	MCT	CBM
MCTs23	CBM62	MCT	CBM
MCTs23	CBM66	MCT	CBM
MCTs23	CBM67	MCT	CBM
MCTs23	CBM9	MCT	CBM
MCTs23	AA6	MCT	AA
MCTs23	CE1	MCT	CE
MCTs23	CE10	MCT	CE
MCTs23	CE11	MCT	CE
MCTs23	CE12	MCT	CE
MCTs23	CE14	MCT	CE
MCTs23	CE2	MCT	CE
MCTs23	CE3	MCT	CE
MCTs23	CE4	MCT	CE
MCTs23	CE6	MCT	CE
MCTs23	CE7	MCT	CE
MCTs23	CE8	MCT	CE
MCTs23	CE9	MCT	CE
MCTs23	GH1	MCT	GH
MCTs23	GH10	MCT	GH
MCTs23	GH105	MCT	GH
MCTs23	GH106	MCT	GH
MCTs23	GH108	MCT	GH
MCTs23	GH109	MCT	GH
MCTs23	GH110	MCT	GH
MCTs23	GH112	MCT	GH
MCTs23	GH113	MCT	GH
MCTs23	GH115	MCT	GH
MCTs23	GH116	MCT	GH
MCTs23	GH117	MCT	GH
MCTs23	GH123	MCT	GH
MCTs23	GH125	MCT	GH
MCTs23	GH127	MCT	GH
MCTs23	GH128	MCT	GH
MCTs23	GH13	MCT	GH
MCTs23	GH130	MCT	GH
MCTs23	GH133	MCT	GH
MCTs23	GH137	MCT	GH
MCTs23	GH139	MCT	GH
MCTs23	GH140	MCT	GH
MCTs23	GH141	MCT	GH
MCTs23	GH142	MCT	GH
MCTs23	GH143	MCT	GH
MCTs23	GH144	MCT	GH
MCTs23	GH145	MCT	GH
MCTs23	GH15	MCT	GH
MCTs23	GH16	MCT	GH
MCTs23	GH18	MCT	GH
MCTs23	GH2	MCT	GH
MCTs23	GH20	MCT	GH
MCTs23	GH23	MCT	GH
MCTs23	GH24	MCT	GH
MCTs23	GH25	MCT	GH
MCTs23	GH26	MCT	GH
MCTs23	GH27	MCT	GH
MCTs23	GH28	MCT	GH
MCTs23	GH29	MCT	GH
MCTs23	GH3	MCT	GH
MCTs23	GH30	MCT	GH
MCTs23	GH31	MCT	GH
MCTs23	GH32	MCT	GH
MCTs23	GH33	MCT	GH
MCTs23	GH35	MCT	GH
MCTs23	GH36	MCT	GH
MCTs23	GH38	MCT	GH
MCTs23	GH39	MCT	GH
MCTs23	GH42	MCT	GH
MCTs23	GH43	MCT	GH
MCTs23	GH5	MCT	GH
MCTs23	GH51	MCT	GH
MCTs23	GH53	MCT	GH
MCTs23	GH55	MCT	GH
MCTs23	GH57	MCT	GH
MCTs23	GH63	MCT	GH
MCTs23	GH65	MCT	GH
MCTs23	GH67	MCT	GH
MCTs23	GH73	MCT	GH
MCTs23	GH74	MCT	GH
MCTs23	GH76	MCT	GH
MCTs23	GH77	MCT	GH
MCTs23	GH78	MCT	GH
MCTs23	GH84	MCT	GH
MCTs23	GH86	MCT	GH
MCTs23	GH88	MCT	GH
MCTs23	GH89	MCT	GH
MCTs23	GH9	MCT	GH
MCTs23	GH92	MCT	GH
MCTs23	GH94	MCT	GH
MCTs23	GH95	MCT	GH
MCTs23	GH97	MCT	GH
MCTs23	GH99	MCT	GH
MCTs23	GT11	MCT	GT
MCTs23	GT14	MCT	GT
MCTs23	GT19	MCT	GT
MCTs23	GT2	MCT	GT
MCTs23	GT20	MCT	GT
MCTs23	GT25	MCT	GT
MCTs23	GT26	MCT	GT
MCTs23	GT27	MCT	GT
MCTs23	GT28	MCT	GT
MCTs23	GT3	MCT	GT
MCTs23	GT30	MCT	GT
MCTs23	GT32	MCT	GT
MCTs23	GT35	MCT	GT
MCTs23	GT39	MCT	GT
MCTs23	GT4	MCT	GT
MCTs23	GT5	MCT	GT
MCTs23	GT51	MCT	GT
MCTs23	GT8	MCT	GT
MCTs23	GT83	MCT	GT
MCTs23	GT9	MCT	GT
MCTs23	PL1	MCT	PL
MCTs23	PL11	MCT	PL
MCTs23	PL12	MCT	PL
MCTs23	PL13	MCT	PL
MCTs23	PL15	MCT	PL
MCTs23	PL22	MCT	PL
MCTs23	PL26	MCT	PL
MCTs23	PL8	MCT	PL
MCTs22	CBM12	MCT	CBM
MCTs22	CBM13	MCT	CBM
MCTs22	CBM16	MCT	CBM
MCTs22	CBM20	MCT	CBM
MCTs22	CBM22	MCT	CBM
MCTs22	CBM23	MCT	CBM
MCTs22	CBM30	MCT	CBM
MCTs22	CBM32	MCT	CBM
MCTs22	CBM34	MCT	CBM
MCTs22	CBM35	MCT	CBM
MCTs22	CBM37	MCT	CBM
MCTs22	CBM38	MCT	CBM
MCTs22	CBM4	MCT	CBM
MCTs22	CBM40	MCT	CBM
MCTs22	CBM44	MCT	CBM
MCTs22	CBM46	MCT	CBM
MCTs22	CBM48	MCT	CBM
MCTs22	CBM50	MCT	CBM
MCTs22	CBM51	MCT	CBM
MCTs22	CBM57	MCT	CBM
MCTs22	CBM58	MCT	CBM
MCTs22	CBM6	MCT	CBM
MCTs22	CBM61	MCT	CBM
MCTs22	CBM62	MCT	CBM
MCTs22	CBM66	MCT	CBM
MCTs22	CBM67	MCT	CBM
MCTs22	CBM69	MCT	CBM
MCTs22	CBM72	MCT	CBM
MCTs22	CBM9	MCT	CBM
MCTs22	AA6	MCT	AA
MCTs22	CE1	MCT	CE
MCTs22	CE10	MCT	CE
MCTs22	CE11	MCT	CE
MCTs22	CE12	MCT	CE
MCTs22	CE14	MCT	CE
MCTs22	CE15	MCT	CE
MCTs22	CE2	MCT	CE
MCTs22	CE3	MCT	CE
MCTs22	CE4	MCT	CE
MCTs22	CE6	MCT	CE
MCTs22	CE7	MCT	CE
MCTs22	CE8	MCT	CE
MCTs22	CE9	MCT	CE
MCTs22	GH1	MCT	GH
MCTs22	GH10	MCT	GH
MCTs22	GH105	MCT	GH
MCTs22	GH106	MCT	GH
MCTs22	GH108	MCT	GH
MCTs22	GH109	MCT	GH
MCTs22	GH110	MCT	GH
MCTs22	GH112	MCT	GH
MCTs22	GH115	MCT	GH
MCTs22	GH116	MCT	GH
MCTs22	GH123	MCT	GH
MCTs22	GH125	MCT	GH
MCTs22	GH127	MCT	GH
MCTs22	GH13	MCT	GH
MCTs22	GH130	MCT	GH
MCTs22	GH133	MCT	GH
MCTs22	GH137	MCT	GH
MCTs22	GH138	MCT	GH
MCTs22	GH139	MCT	GH
MCTs22	GH140	MCT	GH
MCTs22	GH141	MCT	GH
MCTs22	GH142	MCT	GH
MCTs22	GH144	MCT	GH
MCTs22	GH145	MCT	GH
MCTs22	GH15	MCT	GH
MCTs22	GH16	MCT	GH
MCTs22	GH18	MCT	GH
MCTs22	GH2	MCT	GH
MCTs22	GH20	MCT	GH
MCTs22	GH23	MCT	GH
MCTs22	GH24	MCT	GH
MCTs22	GH25	MCT	GH
MCTs22	GH26	MCT	GH
MCTs22	GH27	MCT	GH
MCTs22	GH28	MCT	GH
MCTs22	GH29	MCT	GH
MCTs22	GH3	MCT	GH
MCTs22	GH30	MCT	GH
MCTs22	GH31	MCT	GH
MCTs22	GH32	MCT	GH
MCTs22	GH33	MCT	GH
MCTs22	GH35	MCT	GH
MCTs22	GH36	MCT	GH
MCTs22	GH37	MCT	GH
MCTs22	GH38	MCT	GH
MCTs22	GH39	MCT	GH
MCTs22	GH4	MCT	GH
MCTs22	GH42	MCT	GH
MCTs22	GH43	MCT	GH
MCTs22	GH5	MCT	GH
MCTs22	GH51	MCT	GH
MCTs22	GH53	MCT	GH
MCTs22	GH57	MCT	GH
MCTs22	GH59	MCT	GH
MCTs22	GH63	MCT	GH
MCTs22	GH65	MCT	GH
MCTs22	GH66	MCT	GH
MCTs22	GH67	MCT	GH
MCTs22	GH73	MCT	GH
MCTs22	GH74	MCT	GH
MCTs22	GH76	MCT	GH
MCTs22	GH77	MCT	GH
MCTs22	GH78	MCT	GH
MCTs22	GH84	MCT	GH
MCTs22	GH85	MCT	GH
MCTs22	GH88	MCT	GH
MCTs22	GH89	MCT	GH
MCTs22	GH9	MCT	GH
MCTs22	GH92	MCT	GH
MCTs22	GH94	MCT	GH
MCTs22	GH95	MCT	GH
MCTs22	GH97	MCT	GH
MCTs22	GH99	MCT	GH
MCTs22	GT101	MCT	GT
MCTs22	GT14	MCT	GT
MCTs22	GT19	MCT	GT
MCTs22	GT2	MCT	GT
MCTs22	GT21	MCT	GT
MCTs22	GT23	MCT	GT
MCTs22	GT26	MCT	GT
MCTs22	GT27	MCT	GT
MCTs22	GT28	MCT	GT
MCTs22	GT3	MCT	GT
MCTs22	GT30	MCT	GT
MCTs22	GT32	MCT	GT
MCTs22	GT35	MCT	GT
MCTs22	GT4	MCT	GT
MCTs22	GT5	MCT	GT
MCTs22	GT51	MCT	GT
MCTs22	GT8	MCT	GT
MCTs22	GT83	MCT	GT
MCTs22	GT84	MCT	GT
MCTs22	GT87	MCT	GT
MCTs22	GT9	MCT	GT
MCTs22	GT90	MCT	GT
MCTs22	PL1	MCT	PL
MCTs22	PL10	MCT	PL
MCTs22	PL11	MCT	PL
MCTs22	PL12	MCT	PL
MCTs22	PL13	MCT	PL
MCTs22	PL15	MCT	PL
MCTs22	PL17	MCT	PL
MCTs22	PL22	MCT	PL
MCTs22	PL26	MCT	PL
MCTs22	PL6	MCT	PL
MCTs22	PL8	MCT	PL
MCTs22	PL9	MCT	PL
MCTs21	CBM13	MCT	CBM
MCTs21	CBM16	MCT	CBM
MCTs21	CBM20	MCT	CBM
MCTs21	CBM22	MCT	CBM
MCTs21	CBM30	MCT	CBM
MCTs21	CBM32	MCT	CBM
MCTs21	CBM34	MCT	CBM
MCTs21	CBM35	MCT	CBM
MCTs21	CBM37	MCT	CBM
MCTs21	CBM38	MCT	CBM
MCTs21	CBM40	MCT	CBM
MCTs21	CBM44	MCT	CBM
MCTs21	CBM48	MCT	CBM
MCTs21	CBM50	MCT	CBM
MCTs21	CBM57	MCT	CBM
MCTs21	CBM6	MCT	CBM
MCTs21	CBM62	MCT	CBM
MCTs21	CBM66	MCT	CBM
MCTs21	CBM67	MCT	CBM
MCTs21	CBM69	MCT	CBM
MCTs21	CBM72	MCT	CBM
MCTs21	CBM76	MCT	CBM
MCTs21	CBM77	MCT	CBM
MCTs21	CBM9	MCT	CBM
MCTs21	AA6	MCT	AA
MCTs21	CE1	MCT	CE
MCTs21	CE10	MCT	CE
MCTs21	CE11	MCT	CE
MCTs21	CE12	MCT	CE
MCTs21	CE14	MCT	CE
MCTs21	CE2	MCT	CE
MCTs21	CE3	MCT	CE
MCTs21	CE4	MCT	CE
MCTs21	CE6	MCT	CE
MCTs21	CE7	MCT	CE
MCTs21	CE8	MCT	CE
MCTs21	CE9	MCT	CE
MCTs21	GH1	MCT	GH
MCTs21	GH10	MCT	GH
MCTs21	GH105	MCT	GH
MCTs21	GH106	MCT	GH
MCTs21	GH109	MCT	GH
MCTs21	GH110	MCT	GH
MCTs21	GH112	MCT	GH
MCTs21	GH113	MCT	GH
MCTs21	GH115	MCT	GH
MCTs21	GH116	MCT	GH
MCTs21	GH123	MCT	GH
MCTs21	GH125	MCT	GH
MCTs21	GH127	MCT	GH
MCTs21	GH13	MCT	GH
MCTs21	GH130	MCT	GH
MCTs21	GH133	MCT	GH
MCTs21	GH136	MCT	GH
MCTs21	GH137	MCT	GH
MCTs21	GH138	MCT	GH
MCTs21	GH139	MCT	GH
MCTs21	GH140	MCT	GH
MCTs21	GH141	MCT	GH
MCTs21	GH142	MCT	GH
MCTs21	GH143	MCT	GH
MCTs21	GH144	MCT	GH
MCTs21	GH145	MCT	GH
MCTs21	GH15	MCT	GH
MCTs21	GH16	MCT	GH
MCTs21	GH18	MCT	GH
MCTs21	GH2	MCT	GH
MCTs21	GH20	MCT	GH
MCTs21	GH23	MCT	GH
MCTs21	GH24	MCT	GH
MCTs21	GH25	MCT	GH
MCTs21	GH26	MCT	GH
MCTs21	GH27	MCT	GH
MCTs21	GH28	MCT	GH
MCTs21	GH29	MCT	GH
MCTs21	GH3	MCT	GH
MCTs21	GH30	MCT	GH
MCTs21	GH31	MCT	GH
MCTs21	GH32	MCT	GH
MCTs21	GH33	MCT	GH
MCTs21	GH35	MCT	GH
MCTs21	GH36	MCT	GH
MCTs21	GH38	MCT	GH
MCTs21	GH39	MCT	GH
MCTs21	GH4	MCT	GH
MCTs21	GH42	MCT	GH
MCTs21	GH43	MCT	GH
MCTs21	GH5	MCT	GH
MCTs21	GH51	MCT	GH
MCTs21	GH53	MCT	GH
MCTs21	GH55	MCT	GH
MCTs21	GH57	MCT	GH
MCTs21	GH63	MCT	GH
MCTs21	GH65	MCT	GH
MCTs21	GH66	MCT	GH
MCTs21	GH67	MCT	GH
MCTs21	GH73	MCT	GH
MCTs21	GH74	MCT	GH
MCTs21	GH76	MCT	GH
MCTs21	GH77	MCT	GH
MCTs21	GH78	MCT	GH
MCTs21	GH8	MCT	GH
MCTs21	GH84	MCT	GH
MCTs21	GH88	MCT	GH
MCTs21	GH89	MCT	GH
MCTs21	GH9	MCT	GH
MCTs21	GH92	MCT	GH
MCTs21	GH94	MCT	GH
MCTs21	GH95	MCT	GH
MCTs21	GH97	MCT	GH
MCTs21	GH99	MCT	GH
MCTs21	GT101	MCT	GT
MCTs21	GT11	MCT	GT
MCTs21	GT14	MCT	GT
MCTs21	GT19	MCT	GT
MCTs21	GT2	MCT	GT
MCTs21	GT20	MCT	GT
MCTs21	GT23	MCT	GT
MCTs21	GT27	MCT	GT
MCTs21	GT28	MCT	GT
MCTs21	GT3	MCT	GT
MCTs21	GT30	MCT	GT
MCTs21	GT32	MCT	GT
MCTs21	GT35	MCT	GT
MCTs21	GT4	MCT	GT
MCTs21	GT5	MCT	GT
MCTs21	GT51	MCT	GT
MCTs21	GT83	MCT	GT
MCTs21	GT9	MCT	GT
MCTs21	GT92	MCT	GT
MCTs21	PL1	MCT	PL
MCTs21	PL10	MCT	PL
MCTs21	PL11	MCT	PL
MCTs21	PL12	MCT	PL
MCTs21	PL13	MCT	PL
MCTs21	PL15	MCT	PL
MCTs21	PL17	MCT	PL
MCTs21	PL22	MCT	PL
MCTs21	PL26	MCT	PL
MCTs21	PL27	MCT	PL
MCTs21	PL8	MCT	PL
MCTs20	CBM16	MCT	CBM
MCTs20	CBM20	MCT	CBM
MCTs20	CBM22	MCT	CBM
MCTs20	CBM30	MCT	CBM
MCTs20	CBM32	MCT	CBM
MCTs20	CBM34	MCT	CBM
MCTs20	CBM35	MCT	CBM
MCTs20	CBM37	MCT	CBM
MCTs20	CBM4	MCT	CBM
MCTs20	CBM44	MCT	CBM
MCTs20	CBM48	MCT	CBM
MCTs20	CBM50	MCT	CBM
MCTs20	CBM51	MCT	CBM
MCTs20	CBM54	MCT	CBM
MCTs20	CBM57	MCT	CBM
MCTs20	CBM6	MCT	CBM
MCTs20	CBM62	MCT	CBM
MCTs20	CBM66	MCT	CBM
MCTs20	CBM67	MCT	CBM
MCTs20	CBM9	MCT	CBM
MCTs20	AA6	MCT	AA
MCTs20	CE1	MCT	CE
MCTs20	CE10	MCT	CE
MCTs20	CE11	MCT	CE
MCTs20	CE12	MCT	CE
MCTs20	CE14	MCT	CE
MCTs20	CE15	MCT	CE
MCTs20	CE2	MCT	CE
MCTs20	CE3	MCT	CE
MCTs20	CE4	MCT	CE
MCTs20	CE6	MCT	CE
MCTs20	CE7	MCT	CE
MCTs20	CE8	MCT	CE
MCTs20	CE9	MCT	CE
MCTs20	GH1	MCT	GH
MCTs20	GH10	MCT	GH
MCTs20	GH105	MCT	GH
MCTs20	GH106	MCT	GH
MCTs20	GH108	MCT	GH
MCTs20	GH109	MCT	GH
MCTs20	GH110	MCT	GH
MCTs20	GH112	MCT	GH
MCTs20	GH115	MCT	GH
MCTs20	GH117	MCT	GH
MCTs20	GH123	MCT	GH
MCTs20	GH125	MCT	GH
MCTs20	GH127	MCT	GH
MCTs20	GH13	MCT	GH
MCTs20	GH130	MCT	GH
MCTs20	GH133	MCT	GH
MCTs20	GH136	MCT	GH
MCTs20	GH137	MCT	GH
MCTs20	GH144	MCT	GH
MCTs20	GH145	MCT	GH
MCTs20	GH15	MCT	GH
MCTs20	GH16	MCT	GH
MCTs20	GH18	MCT	GH
MCTs20	GH2	MCT	GH
MCTs20	GH20	MCT	GH
MCTs20	GH23	MCT	GH
MCTs20	GH24	MCT	GH
MCTs20	GH25	MCT	GH
MCTs20	GH26	MCT	GH
MCTs20	GH27	MCT	GH
MCTs20	GH28	MCT	GH
MCTs20	GH29	MCT	GH
MCTs20	GH3	MCT	GH
MCTs20	GH30	MCT	GH
MCTs20	GH31	MCT	GH
MCTs20	GH32	MCT	GH
MCTs20	GH33	MCT	GH
MCTs20	GH35	MCT	GH
MCTs20	GH36	MCT	GH
MCTs20	GH38	MCT	GH
MCTs20	GH4	MCT	GH
MCTs20	GH42	MCT	GH
MCTs20	GH43	MCT	GH
MCTs20	GH5	MCT	GH
MCTs20	GH51	MCT	GH
MCTs20	GH57	MCT	GH
MCTs20	GH63	MCT	GH
MCTs20	GH65	MCT	GH
MCTs20	GH66	MCT	GH
MCTs20	GH67	MCT	GH
MCTs20	GH73	MCT	GH
MCTs20	GH74	MCT	GH
MCTs20	GH76	MCT	GH
MCTs20	GH77	MCT	GH
MCTs20	GH78	MCT	GH
MCTs20	GH84	MCT	GH
MCTs20	GH88	MCT	GH
MCTs20	GH89	MCT	GH
MCTs20	GH9	MCT	GH
MCTs20	GH92	MCT	GH
MCTs20	GH93	MCT	GH
MCTs20	GH94	MCT	GH
MCTs20	GH95	MCT	GH
MCTs20	GH97	MCT	GH
MCTs20	GH99	MCT	GH
MCTs20	GT14	MCT	GT
MCTs20	GT19	MCT	GT
MCTs20	GT2	MCT	GT
MCTs20	GT26	MCT	GT
MCTs20	GT27	MCT	GT
MCTs20	GT28	MCT	GT
MCTs20	GT3	MCT	GT
MCTs20	GT30	MCT	GT
MCTs20	GT35	MCT	GT
MCTs20	GT4	MCT	GT
MCTs20	GT5	MCT	GT
MCTs20	GT51	MCT	GT
MCTs20	GT83	MCT	GT
MCTs20	GT84	MCT	GT
MCTs20	GT87	MCT	GT
MCTs20	GT9	MCT	GT
MCTs20	GT90	MCT	GT
MCTs20	PL1	MCT	PL
MCTs20	PL10	MCT	PL
MCTs20	PL11	MCT	PL
MCTs20	PL15	MCT	PL
MCTs20	PL22	MCT	PL
MCTs20	PL26	MCT	PL
MCTs20	PL8	MCT	PL
MCTs20	PL9	MCT	PL
MCTs36	CBM12	MCT	CBM
MCTs36	CBM13	MCT	CBM
MCTs36	CBM16	MCT	CBM
MCTs36	CBM20	MCT	CBM
MCTs36	CBM22	MCT	CBM
MCTs36	CBM30	MCT	CBM
MCTs36	CBM32	MCT	CBM
MCTs36	CBM34	MCT	CBM
MCTs36	CBM35	MCT	CBM
MCTs36	CBM44	MCT	CBM
MCTs36	CBM48	MCT	CBM
MCTs36	CBM50	MCT	CBM
MCTs36	CBM51	MCT	CBM
MCTs36	CBM57	MCT	CBM
MCTs36	CBM6	MCT	CBM
MCTs36	CBM62	MCT	CBM
MCTs36	CBM66	MCT	CBM
MCTs36	CBM67	MCT	CBM
MCTs36	CBM9	MCT	CBM
MCTs36	AA6	MCT	AA
MCTs36	CE1	MCT	CE
MCTs36	CE10	MCT	CE
MCTs36	CE11	MCT	CE
MCTs36	CE12	MCT	CE
MCTs36	CE14	MCT	CE
MCTs36	CE15	MCT	CE
MCTs36	CE2	MCT	CE
MCTs36	CE3	MCT	CE
MCTs36	CE4	MCT	CE
MCTs36	CE6	MCT	CE
MCTs36	CE7	MCT	CE
MCTs36	CE8	MCT	CE
MCTs36	CE9	MCT	CE
MCTs36	GH1	MCT	GH
MCTs36	GH10	MCT	GH
MCTs36	GH102	MCT	GH
MCTs36	GH103	MCT	GH
MCTs36	GH105	MCT	GH
MCTs36	GH106	MCT	GH
MCTs36	GH108	MCT	GH
MCTs36	GH109	MCT	GH
MCTs36	GH110	MCT	GH
MCTs36	GH112	MCT	GH
MCTs36	GH115	MCT	GH
MCTs36	GH116	MCT	GH
MCTs36	GH117	MCT	GH
MCTs36	GH123	MCT	GH
MCTs36	GH125	MCT	GH
MCTs36	GH127	MCT	GH
MCTs36	GH13	MCT	GH
MCTs36	GH130	MCT	GH
MCTs36	GH133	MCT	GH
MCTs36	GH136	MCT	GH
MCTs36	GH137	MCT	GH
MCTs36	GH138	MCT	GH
MCTs36	GH139	MCT	GH
MCTs36	GH140	MCT	GH
MCTs36	GH141	MCT	GH
MCTs36	GH144	MCT	GH
MCTs36	GH145	MCT	GH
MCTs36	GH16	MCT	GH
MCTs36	GH18	MCT	GH
MCTs36	GH2	MCT	GH
MCTs36	GH20	MCT	GH
MCTs36	GH23	MCT	GH
MCTs36	GH24	MCT	GH
MCTs36	GH25	MCT	GH
MCTs36	GH26	MCT	GH
MCTs36	GH28	MCT	GH
MCTs36	GH29	MCT	GH
MCTs36	GH3	MCT	GH
MCTs36	GH30	MCT	GH
MCTs36	GH31	MCT	GH
MCTs36	GH32	MCT	GH
MCTs36	GH33	MCT	GH
MCTs36	GH35	MCT	GH
MCTs36	GH36	MCT	GH
MCTs36	GH38	MCT	GH
MCTs36	GH39	MCT	GH
MCTs36	GH4	MCT	GH
MCTs36	GH42	MCT	GH
MCTs36	GH43	MCT	GH
MCTs36	GH5	MCT	GH
MCTs36	GH51	MCT	GH
MCTs36	GH53	MCT	GH
MCTs36	GH55	MCT	GH
MCTs36	GH57	MCT	GH
MCTs36	GH63	MCT	GH
MCTs36	GH65	MCT	GH
MCTs36	GH66	MCT	GH
MCTs36	GH67	MCT	GH
MCTs36	GH73	MCT	GH
MCTs36	GH74	MCT	GH
MCTs36	GH76	MCT	GH
MCTs36	GH77	MCT	GH
MCTs36	GH78	MCT	GH
MCTs36	GH8	MCT	GH
MCTs36	GH84	MCT	GH
MCTs36	GH88	MCT	GH
MCTs36	GH89	MCT	GH
MCTs36	GH9	MCT	GH
MCTs36	GH92	MCT	GH
MCTs36	GH94	MCT	GH
MCTs36	GH95	MCT	GH
MCTs36	GH97	MCT	GH
MCTs36	GH99	MCT	GH
MCTs36	GT1	MCT	GT
MCTs36	GT101	MCT	GT
MCTs36	GT14	MCT	GT
MCTs36	GT19	MCT	GT
MCTs36	GT2	MCT	GT
MCTs36	GT20	MCT	GT
MCTs36	GT21	MCT	GT
MCTs36	GT23	MCT	GT
MCTs36	GT26	MCT	GT
MCTs36	GT27	MCT	GT
MCTs36	GT28	MCT	GT
MCTs36	GT3	MCT	GT
MCTs36	GT30	MCT	GT
MCTs36	GT32	MCT	GT
MCTs36	GT35	MCT	GT
MCTs36	GT4	MCT	GT
MCTs36	GT5	MCT	GT
MCTs36	GT51	MCT	GT
MCTs36	GT56	MCT	GT
MCTs36	GT8	MCT	GT
MCTs36	GT83	MCT	GT
MCTs36	GT9	MCT	GT
MCTs36	GT90	MCT	GT
MCTs36	PL1	MCT	PL
MCTs36	PL10	MCT	PL
MCTs36	PL11	MCT	PL
MCTs36	PL12	MCT	PL
MCTs36	PL15	MCT	PL
MCTs36	PL17	MCT	PL
MCTs36	PL22	MCT	PL
